order_id	member_id	order_date	status	total_amount
485023	4503	2025-08-14	paid	10170.00
485024	4503	2025-08-15	paid	8600.00
485025	58503	2025-08-16	paid	13400.00
485026	58503	2025-08-17	paid	18620.00
485027	58503	2025-08-18	paid	15610.00
485028	58503	2025-08-19	paid	12970.00
485029	58503	2025-08-20	paid	10700.00
485030	504	2025-08-21	paid	16550.00
485031	504	2025-08-22	paid	12820.00
485032	4504	2025-08-23	paid	17110.00
485033	4504	2025-08-24	paid	9770.00
485034	4504	2025-08-25	paid	2800.00
485035	58504	2025-08-26	paid	1700.00
485036	58504	2025-08-27	paid	3020.00
485037	58504	2025-08-28	paid	2610.00
485038	58504	2025-08-29	paid	2570.00
485039	58504	2025-08-30	paid	2900.00
485040	505	2025-08-31	cancelled	4850.00
485041	505	2025-09-01	paid	7220.00
485042	4505	2025-09-02	paid	6110.00
485043	4505	2025-09-03	paid	5370.00
485044	4505	2025-09-04	paid	5000.00
485045	58505	2025-09-05	paid	8000.00
485046	58505	2025-09-06	paid	11420.00
485047	58505	2025-09-07	paid	9610.00
485048	58505	2025-09-08	paid	8170.00
485049	58505	2025-09-09	paid	7100.00
485050	506	2025-09-10	paid	11150.00
485051	506	2025-09-11	paid	15620.00
485052	4506	2025-09-12	paid	13110.00
485053	4506	2025-09-13	paid	10970.00
485054	4506	2025-09-14	paid	9200.00
485055	58506	2025-09-15	paid	14300.00
485056	58506	2025-09-16	paid	19820.00
485057	58506	2025-09-17	paid	16610.00
485058	58506	2025-09-18	paid	13770.00
485059	58506	2025-09-19	paid	11300.00
485060	507	2025-09-20	cancelled	9450.00
485061	507	2025-09-21	paid	14020.00
485062	4507	2025-09-22	paid	8110.00
485063	4507	2025-09-23	paid	10570.00
485064	4507	2025-09-24	paid	1400.00
485065	58507	2025-09-25	paid	2600.00
485066	58507	2025-09-26	paid	4220.00
485067	58507	2025-09-27	paid	3610.00
485068	58507	2025-09-28	paid	3370.00
485069	58507	2025-09-29	paid	3500.00
485070	508	2025-09-30	paid	5750.00
485071	508	2025-10-01	paid	8420.00
485072	4508	2025-10-02	paid	7110.00
485073	4508	2025-10-03	paid	6170.00
485074	4508	2025-10-04	paid	5600.00
485075	58508	2025-10-05	paid	8900.00
485076	58508	2025-10-06	paid	12620.00
485077	58508	2025-10-07	paid	10610.00
485078	58508	2025-10-08	paid	8970.00
485079	58508	2025-10-09	paid	7700.00
485080	509	2025-10-10	cancelled	12050.00
485081	509	2025-10-11	paid	16820.00
485082	4509	2025-10-12	paid	14110.00
485083	4509	2025-10-13	paid	11770.00
485084	4509	2025-10-14	paid	9800.00
485085	58509	2025-10-15	paid	15200.00
485086	58509	2025-10-16	paid	21020.00
485087	58509	2025-10-17	paid	17610.00
485088	58509	2025-10-18	paid	14570.00
485089	58509	2025-10-19	paid	5900.00
485090	510	2025-10-20	paid	4350.00
485091	510	2025-10-21	paid	7220.00
485092	4510	2025-10-22	paid	1110.00
485093	4510	2025-10-23	paid	1370.00
485094	4510	2025-10-24	paid	2000.00
485095	58510	2025-10-25	paid	3500.00
485096	58510	2025-10-26	paid	5420.00
485097	58510	2025-10-27	paid	4610.00
485098	58510	2025-10-28	paid	4170.00
485099	58510	2025-10-29	paid	4100.00
486000	601	2025-04-17	cancelled	6560.00
486001	601	2025-04-18	paid	9500.00
486002	4601	2025-04-19	paid	8010.00
486003	4601	2025-04-20	paid	6890.00
486004	4601	2025-04-21	paid	6140.00
486005	58601	2025-04-22	paid	9710.00
486006	58601	2025-04-23	paid	13700.00
486007	58601	2025-04-24	paid	11510.00
486008	58601	2025-04-25	paid	9690.00
486009	58601	2025-04-26	paid	8240.00
486010	602	2025-04-27	paid	12860.00
486011	602	2025-04-28	paid	17900.00
486012	4602	2025-04-29	paid	15010.00
486013	4602	2025-04-30	paid	12490.00
486014	4602	2025-05-01	paid	10340.00
486015	58602	2025-05-02	paid	16010.00
486016	58602	2025-05-03	paid	22100.00
486017	58602	2025-05-04	paid	16510.00
486018	58602	2025-05-05	paid	11290.00
486019	58602	2025-05-06	paid	2440.00
486020	603	2025-05-07	cancelled	5160.00
486021	603	2025-05-08	paid	2300.00
486022	4603	2025-05-09	paid	2010.00
486023	4603	2025-05-10	paid	2090.00
486024	4603	2025-05-11	paid	2540.00
486025	58603	2025-05-12	paid	4310.00
486026	58603	2025-05-13	paid	6500.00
486027	58603	2025-05-14	paid	5510.00
486028	58603	2025-05-15	paid	4890.00
486029	58603	2025-05-16	paid	4640.00
486030	604	2025-05-17	paid	7460.00
486031	604	2025-05-18	paid	10700.00
486032	4604	2025-05-19	paid	9010.00
486033	4604	2025-05-20	paid	7690.00
486034	4604	2025-05-21	paid	6740.00
486035	58604	2025-05-22	paid	10610.00
486036	58604	2025-05-23	paid	14900.00
486037	58604	2025-05-24	paid	12510.00
486038	58604	2025-05-25	paid	10490.00
486039	58604	2025-05-26	paid	8840.00
486040	605	2025-05-27	cancelled	13760.00
486041	605	2025-05-28	paid	19100.00
486042	4605	2025-05-29	paid	16010.00
486043	4605	2025-05-30	paid	13290.00
486044	4605	2025-05-31	paid	10940.00
486045	58605	2025-06-01	paid	16910.00
486046	58605	2025-06-02	paid	13300.00
486047	58605	2025-06-03	paid	17510.00
486048	58605	2025-06-04	paid	10090.00
486049	58605	2025-06-05	paid	3040.00
486050	606	2025-06-06	paid	2060.00
486051	606	2025-06-07	paid	3500.00
486052	4606	2025-06-08	paid	3010.00
486053	4606	2025-06-09	paid	2890.00
486054	4606	2025-06-10	paid	3140.00
486055	58606	2025-06-11	paid	5210.00
486056	58606	2025-06-12	paid	7700.00
486057	58606	2025-06-13	paid	6510.00
486058	58606	2025-06-14	paid	5690.00
486059	58606	2025-06-15	paid	5240.00
486060	607	2025-06-16	cancelled	8360.00
486061	607	2025-06-17	paid	11900.00
486062	4607	2025-06-18	paid	10010.00
486063	4607	2025-06-19	paid	8490.00
486064	4607	2025-06-20	paid	7340.00
486065	58607	2025-06-21	paid	11510.00
486066	58607	2025-06-22	paid	16100.00
486067	58607	2025-06-23	paid	13510.00
486068	58607	2025-06-24	paid	11290.00
486069	58607	2025-06-25	paid	9440.00
486070	608	2025-06-26	paid	14660.00
486071	608	2025-06-27	paid	20300.00
486072	4608	2025-06-28	paid	17010.00
486073	4608	2025-06-29	paid	14090.00
486074	4608	2025-06-30	paid	5540.00
486075	58608	2025-07-01	paid	9810.00
486076	58608	2025-07-02	paid	6500.00
486077	58608	2025-07-03	paid	8510.00
486078	58608	2025-07-04	paid	890.00
486079	58608	2025-07-05	paid	1640.00
486080	609	2025-07-06	cancelled	2960.00
486081	609	2025-07-07	paid	4700.00
486082	4609	2025-07-08	paid	4010.00
486083	4609	2025-07-09	paid	3690.00
486084	4609	2025-07-10	paid	3740.00
486085	58609	2025-07-11	paid	6110.00
486086	58609	2025-07-12	paid	8900.00
486087	58609	2025-07-13	paid	7510.00
486088	58609	2025-07-14	paid	6490.00
486089	58609	2025-07-15	paid	5840.00
486090	610	2025-07-16	paid	9260.00
486091	610	2025-07-17	paid	13100.00
486092	4610	2025-07-18	paid	11010.00
486093	4610	2025-07-19	paid	9290.00
486094	4610	2025-07-20	paid	7940.00
486095	58610	2025-07-21	paid	12410.00
486096	58610	2025-07-22	paid	17300.00
486097	58610	2025-07-23	paid	14510.00
486098	58610	2025-07-24	paid	12090.00
486099	58610	2025-07-25	paid	10040.00
487000	701	2025-01-11	cancelled	6560.00
487001	701	2025-01-12	paid	9500.00
487002	4701	2025-01-13	paid	8010.00
487003	4701	2025-01-14	paid	6890.00
487004	4701	2025-01-15	paid	6140.00
487005	58701	2025-01-16	paid	9710.00
487006	58701	2025-01-17	paid	13700.00
487007	58701	2025-01-18	paid	11510.00
487008	58701	2025-01-19	paid	9690.00
487009	58701	2025-01-20	paid	8240.00
487010	702	2025-01-21	paid	12860.00
487011	702	2025-01-22	paid	17900.00
487012	4702	2025-01-23	paid	15010.00
487013	4702	2025-01-24	paid	12490.00
487014	4702	2025-01-25	paid	10340.00
487015	58702	2025-01-26	paid	16010.00
487016	58702	2025-01-27	paid	22100.00
487017	58702	2025-01-28	paid	16510.00
487018	58702	2025-01-29	paid	11290.00
487019	58702	2025-01-30	paid	2440.00
487020	703	2025-01-31	cancelled	5160.00
487021	703	2025-02-01	paid	2300.00
487022	4703	2025-02-02	paid	2010.00
487023	4703	2025-02-03	paid	2090.00
487024	4703	2025-02-04	paid	2540.00
487025	58703	2025-02-05	paid	4310.00
487026	58703	2025-02-06	paid	6500.00
487027	58703	2025-02-07	paid	5510.00
487028	58703	2025-02-08	paid	4890.00
487029	58703	2025-02-09	paid	4640.00
487030	704	2025-02-10	paid	7460.00
487031	704	2025-02-11	paid	10700.00
487032	4704	2025-02-12	paid	9010.00
487033	4704	2025-02-13	paid	7690.00
487034	4704	2025-02-14	paid	6740.00
487035	58704	2025-02-15	paid	10610.00
487036	58704	2025-02-16	paid	14900.00
487037	58704	2025-02-17	paid	12510.00
487038	58704	2025-02-18	paid	10490.00
487039	58704	2025-02-19	paid	8840.00
487040	705	2025-02-20	cancelled	13760.00
487041	705	2025-02-21	paid	19100.00
487042	4705	2025-02-22	paid	16010.00
487043	4705	2025-02-23	paid	13290.00
487044	4705	2025-02-24	paid	10940.00
487045	58705	2025-02-25	paid	16910.00
487046	58705	2025-02-26	paid	13300.00
487047	58705	2025-02-27	paid	17510.00
487048	58705	2025-02-28	paid	10090.00
487049	58705	2025-03-01	paid	3040.00
487050	706	2025-03-02	paid	2060.00
487051	706	2025-03-03	paid	3500.00
487052	4706	2025-03-04	paid	3010.00
487053	4706	2025-03-05	paid	2890.00
487054	4706	2025-03-06	paid	3140.00
487055	58706	2025-03-07	paid	5210.00
487056	58706	2025-03-08	paid	7700.00
487057	58706	2025-03-09	paid	6510.00
487058	58706	2025-03-10	paid	5690.00
487059	58706	2025-03-11	paid	5240.00
487060	707	2025-03-12	cancelled	8360.00
487061	707	2025-03-13	paid	11900.00
487062	4707	2025-03-14	paid	10010.00
487063	4707	2025-03-15	paid	8490.00
487064	4707	2025-03-16	paid	7340.00
487065	58707	2025-03-17	paid	11510.00
487066	58707	2025-03-18	paid	16100.00
487067	58707	2025-03-19	paid	13510.00
487068	58707	2025-03-20	paid	11290.00
487069	58707	2025-03-21	paid	9440.00
487070	708	2025-03-22	paid	14660.00
487071	708	2025-03-23	paid	20300.00
487072	4708	2025-03-24	paid	17010.00
487073	4708	2025-03-25	paid	14090.00
487074	4708	2025-03-26	paid	5540.00
487075	58708	2025-03-27	paid	9810.00
487076	58708	2025-03-28	paid	6500.00
487077	58708	2025-03-29	paid	8510.00
487078	58708	2025-03-30	paid	890.00
487079	58708	2025-03-31	paid	1640.00
487080	709	2025-04-01	cancelled	2960.00
487081	709	2025-04-02	paid	4700.00
487082	4709	2025-04-03	paid	4010.00
487083	4709	2025-04-04	paid	3690.00
487084	4709	2025-04-05	paid	3740.00
487085	58709	2025-04-06	paid	6110.00
487086	58709	2025-04-07	paid	8900.00
487087	58709	2025-04-08	paid	7510.00
487088	58709	2025-04-09	paid	6490.00
487089	58709	2025-04-10	paid	5840.00
487090	710	2025-04-11	paid	9260.00
487091	710	2025-04-12	paid	13100.00
487092	4710	2025-04-13	paid	11010.00
487093	4710	2025-04-14	paid	9290.00
487094	4710	2025-04-15	paid	7940.00
487095	58710	2025-04-16	paid	12410.00
487096	58710	2025-04-17	paid	17300.00
487097	58710	2025-04-18	paid	14510.00
487098	58710	2025-04-19	paid	12090.00
487099	58710	2025-04-20	paid	10040.00
488000	801	2024-10-07	cancelled	15470.00
488001	801	2024-10-08	paid	21380.00
488002	4801	2024-10-09	paid	17910.00
488003	4801	2024-10-10	paid	10810.00
488004	4801	2024-10-11	paid	6080.00
488005	58801	2024-10-12	paid	4620.00
488006	58801	2024-10-13	paid	7580.00
488007	58801	2024-10-14	paid	1410.00
488008	58801	2024-10-15	paid	1610.00
488009	58801	2024-10-16	paid	2180.00
488010	802	2024-10-17	paid	3770.00
488011	802	2024-10-18	paid	5780.00
488012	4802	2024-10-19	paid	4910.00
488013	4802	2024-10-20	paid	4410.00
488014	4802	2024-10-21	paid	4280.00
488015	58802	2024-10-22	paid	6920.00
488016	58802	2024-10-23	paid	9980.00
488017	58802	2024-10-24	paid	8410.00
488018	58802	2024-10-25	paid	7210.00
488019	58802	2024-10-26	paid	6380.00
488020	803	2024-10-27	cancelled	10070.00
488021	803	2024-10-28	paid	14180.00
488022	4803	2024-10-29	paid	11910.00
488023	4803	2024-10-30	paid	10010.00
488024	4803	2024-10-31	paid	8480.00
488025	58803	2024-11-01	paid	13220.00
488026	58803	2024-11-02	paid	18380.00
488027	58803	2024-11-03	paid	15410.00
488028	58803	2024-11-04	paid	12810.00
488029	58803	2024-11-05	paid	10580.00
488030	804	2024-11-06	paid	16370.00
488031	804	2024-11-07	paid	22580.00
488032	4804	2024-11-08	paid	16910.00
488033	4804	2024-11-09	paid	11610.00
488034	4804	2024-11-10	paid	2680.00
488035	58804	2024-11-11	paid	1520.00
488036	58804	2024-11-12	paid	2780.00
488037	58804	2024-11-13	paid	2410.00
488038	58804	2024-11-14	paid	2410.00
488039	58804	2024-11-15	paid	2780.00
488040	805	2024-11-16	cancelled	4670.00
488041	805	2024-11-17	paid	6980.00
488042	4805	2024-11-18	paid	5910.00
488043	4805	2024-11-19	paid	5210.00
488044	4805	2024-11-20	paid	4880.00
488045	58805	2024-11-21	paid	7820.00
488046	58805	2024-11-22	paid	11180.00
488047	58805	2024-11-23	paid	9410.00
488048	58805	2024-11-24	paid	8010.00
488049	58805	2024-11-25	paid	6980.00
488050	806	2024-11-26	paid	10970.00
488051	806	2024-11-27	paid	15380.00
488052	4806	2024-11-28	paid	12910.00
488053	4806	2024-11-29	paid	10810.00
488054	4806	2024-11-30	paid	9080.00
488055	58806	2024-12-01	paid	14120.00
488056	58806	2024-12-02	paid	19580.00
488057	58806	2024-12-03	paid	16410.00
488058	58806	2024-12-04	paid	13610.00
488059	58806	2024-12-05	paid	11180.00
488060	807	2024-12-06	cancelled	9270.00
488061	807	2024-12-07	paid	13780.00
488062	4807	2024-12-08	paid	7910.00
488063	4807	2024-12-09	paid	10410.00
488064	4807	2024-12-10	paid	1280.00
488065	58807	2024-12-11	paid	2420.00
488066	58807	2024-12-12	paid	3980.00
488067	58807	2024-12-13	paid	3410.00
488068	58807	2024-12-14	paid	3210.00
488069	58807	2024-12-15	paid	3380.00
488070	808	2024-12-16	paid	5570.00
488071	808	2024-12-17	paid	8180.00
488072	4808	2024-12-18	paid	6910.00
488073	4808	2024-12-19	paid	6010.00
488074	4808	2024-12-20	paid	5480.00
488075	58808	2024-12-21	paid	8720.00
488076	58808	2024-12-22	paid	12380.00
488077	58808	2024-12-23	paid	10410.00
488078	58808	2024-12-24	paid	8810.00
488079	58808	2024-12-25	paid	7580.00
488080	809	2024-12-26	cancelled	11870.00
488081	809	2024-12-27	paid	16580.00
488082	4809	2024-12-28	paid	13910.00
488083	4809	2024-12-29	paid	11610.00
488084	4809	2024-12-30	paid	9680.00
488085	58809	2024-12-31	paid	15020.00
488086	58809	2025-01-01	paid	20780.00
488087	58809	2025-01-02	paid	17410.00
488088	58809	2025-01-03	paid	14410.00
488089	58809	2025-01-04	paid	5780.00
488090	810	2025-01-05	paid	10170.00
488091	810	2025-01-06	paid	6980.00
488092	4810	2025-01-07	paid	8910.00
488093	4810	2025-01-08	paid	1210.00
488094	4810	2025-01-09	paid	1880.00
488095	58810	2025-01-10	paid	3320.00
488096	58810	2025-01-11	paid	5180.00
488097	58810	2025-01-12	paid	4410.00
488098	58810	2025-01-13	paid	4010.00
488099	58810	2025-01-14	paid	3980.00
489000	901	2024-07-03	cancelled	6380.00
489001	901	2024-07-04	paid	9260.00
489002	4901	2024-07-05	paid	7810.00
489003	4901	2024-07-06	paid	6730.00
489004	4901	2024-07-07	paid	6020.00
489005	58901	2024-07-08	paid	9530.00
489006	58901	2024-07-09	paid	13460.00
489007	58901	2024-07-10	paid	11310.00
489008	58901	2024-07-11	paid	9530.00
489009	58901	2024-07-12	paid	8120.00
489010	902	2024-07-13	paid	12680.00
489011	902	2024-07-14	paid	17660.00
489012	4902	2024-07-15	paid	14810.00
489013	4902	2024-07-16	paid	12330.00
489014	4902	2024-07-17	paid	10220.00
489015	58902	2024-07-18	paid	15830.00
489016	58902	2024-07-19	paid	21860.00
489017	58902	2024-07-20	paid	18310.00
489018	58902	2024-07-21	paid	11130.00
489019	58902	2024-07-22	paid	2320.00
489020	903	2024-07-23	cancelled	4980.00
489021	903	2024-07-24	paid	2060.00
489022	4903	2024-07-25	paid	1810.00
489023	4903	2024-07-26	paid	1930.00
489024	4903	2024-07-27	paid	2420.00
489025	58903	2024-07-28	paid	4130.00
489026	58903	2024-07-29	paid	6260.00
489027	58903	2024-07-30	paid	5310.00
489028	58903	2024-07-31	paid	4730.00
489029	58903	2024-08-01	paid	4520.00
489030	904	2024-08-02	paid	7280.00
489031	904	2024-08-03	paid	10460.00
489032	4904	2024-08-04	paid	8810.00
489033	4904	2024-08-05	paid	7530.00
489034	4904	2024-08-06	paid	6620.00
489035	58904	2024-08-07	paid	10430.00
489036	58904	2024-08-08	paid	14660.00
489037	58904	2024-08-09	paid	12310.00
489038	58904	2024-08-10	paid	10330.00
489039	58904	2024-08-11	paid	8720.00
489040	905	2024-08-12	cancelled	13580.00
489041	905	2024-08-13	paid	18860.00
489042	4905	2024-08-14	paid	15810.00
489043	4905	2024-08-15	paid	13130.00
489044	4905	2024-08-16	paid	10820.00
489045	58905	2024-08-17	paid	16730.00
489046	58905	2024-08-18	paid	13060.00
489047	58905	2024-08-19	paid	17310.00
489048	58905	2024-08-20	paid	9930.00
489049	58905	2024-08-21	paid	2920.00
489050	906	2024-08-22	paid	1880.00
489051	906	2024-08-23	paid	3260.00
489052	4906	2024-08-24	paid	2810.00
489053	4906	2024-08-25	paid	2730.00
489054	4906	2024-08-26	paid	3020.00
489055	58906	2024-08-27	paid	5030.00
489056	58906	2024-08-28	paid	7460.00
489057	58906	2024-08-29	paid	6310.00
489058	58906	2024-08-30	paid	5530.00
489059	58906	2024-08-31	paid	5120.00
489060	907	2024-09-01	cancelled	8180.00
489061	907	2024-09-02	paid	11660.00
489062	4907	2024-09-03	paid	9810.00
489063	4907	2024-09-04	paid	8330.00
489064	4907	2024-09-05	paid	7220.00
489065	58907	2024-09-06	paid	11330.00
489066	58907	2024-09-07	paid	15860.00
489067	58907	2024-09-08	paid	13310.00
489068	58907	2024-09-09	paid	11130.00
489069	58907	2024-09-10	paid	9320.00
489070	908	2024-09-11	paid	14480.00
489071	908	2024-09-12	paid	20060.00
489072	4908	2024-09-13	paid	16810.00
489073	4908	2024-09-14	paid	13930.00
489074	4908	2024-09-15	paid	11420.00
489075	58908	2024-09-16	paid	9630.00
489076	58908	2024-09-17	paid	14260.00
489077	58908	2024-09-18	paid	8310.00
489078	58908	2024-09-19	paid	730.00
489079	58908	2024-09-20	paid	1520.00
489080	909	2024-09-21	cancelled	2780.00
489081	909	2024-09-22	paid	4460.00
489082	4909	2024-09-23	paid	3810.00
489083	4909	2024-09-24	paid	3530.00
489084	4909	2024-09-25	paid	3620.00
489085	58909	2024-09-26	paid	5930.00
489086	58909	2024-09-27	paid	8660.00
489087	58909	2024-09-28	paid	7310.00
489088	58909	2024-09-29	paid	6330.00
489089	58909	2024-09-30	paid	5720.00
489090	910	2024-10-01	paid	9080.00
489091	910	2024-10-02	paid	12860.00
489092	4910	2024-10-03	paid	10810.00
489093	4910	2024-10-04	paid	9130.00
489094	4910	2024-10-05	paid	7820.00
489095	58910	2024-10-06	paid	12230.00
489096	58910	2024-10-07	paid	17060.00
489097	58910	2024-10-08	paid	14310.00
489098	58910	2024-10-09	paid	11930.00
489099	58910	2024-10-10	paid	9920.00
490000	1	2024-03-29	cancelled	15290.00
490001	1	2024-03-30	paid	21140.00
490002	5001	2024-03-31	paid	17710.00
490003	5001	2024-04-01	paid	10650.00
490004	5001	2024-04-02	paid	5960.00
490005	59001	2024-04-03	paid	4440.00
490006	59001	2024-04-04	paid	7340.00
490007	59001	2024-04-05	paid	1210.00
490008	59001	2024-04-06	paid	1450.00
490009	59001	2024-04-07	paid	2060.00
490010	2	2024-04-08	paid	3590.00
490011	2	2024-04-09	paid	5540.00
490012	5002	2024-04-10	paid	4710.00
490013	5002	2024-04-11	paid	4250.00
490014	5002	2024-04-12	paid	4160.00
490015	59002	2024-04-13	paid	6740.00
490016	59002	2024-04-14	paid	9740.00
490017	59002	2024-04-15	paid	8210.00
490018	59002	2024-04-16	paid	7050.00
490019	59002	2024-04-17	paid	6260.00
490020	3	2024-04-18	cancelled	9890.00
490021	3	2024-04-19	paid	13940.00
490022	5003	2024-04-20	paid	11710.00
490023	5003	2024-04-21	paid	9850.00
490024	5003	2024-04-22	paid	8360.00
490025	59003	2024-04-23	paid	13040.00
490026	59003	2024-04-24	paid	18140.00
490027	59003	2024-04-25	paid	15210.00
490028	59003	2024-04-26	paid	12650.00
490029	59003	2024-04-27	paid	10460.00
490030	4	2024-04-28	paid	16190.00
490031	4	2024-04-29	paid	22340.00
490032	5004	2024-04-30	paid	16710.00
490033	5004	2024-05-01	paid	11450.00
490034	5004	2024-05-02	paid	2560.00
490035	59004	2024-05-03	paid	5340.00
490036	59004	2024-05-04	paid	2540.00
490037	59004	2024-05-05	paid	2210.00
490038	59004	2024-05-06	paid	2250.00
490039	59004	2024-05-07	paid	2660.00
490040	5	2024-05-08	cancelled	4490.00
490041	5	2024-05-09	paid	6740.00
490042	5005	2024-05-10	paid	5710.00
490043	5005	2024-05-11	paid	5050.00
490044	5005	2024-05-12	paid	4760.00
490045	59005	2024-05-13	paid	7640.00
490046	59005	2024-05-14	paid	10940.00
490047	59005	2024-05-15	paid	9210.00
490048	59005	2024-05-16	paid	7850.00
490049	59005	2024-05-17	paid	6860.00
490050	6	2024-05-18	paid	10790.00
490051	6	2024-05-19	paid	15140.00
490052	5006	2024-05-20	paid	12710.00
490053	5006	2024-05-21	paid	10650.00
490054	5006	2024-05-22	paid	8960.00
490055	59006	2024-05-23	paid	13940.00
490056	59006	2024-05-24	paid	19340.00
490057	59006	2024-05-25	paid	16210.00
490058	59006	2024-05-26	paid	13450.00
490059	59006	2024-05-27	paid	11060.00
490060	7	2024-05-28	cancelled	17090.00
490061	7	2024-05-29	paid	13540.00
490062	5007	2024-05-30	paid	7710.00
490063	5007	2024-05-31	paid	10250.00
490064	5007	2024-06-01	paid	1160.00
490065	59007	2024-06-02	paid	2240.00
490066	59007	2024-06-03	paid	3740.00
490067	59007	2024-06-04	paid	3210.00
490068	59007	2024-06-05	paid	3050.00
490069	59007	2024-06-06	paid	3260.00
490070	8	2024-06-07	paid	5390.00
490071	8	2024-06-08	paid	7940.00
490072	5008	2024-06-09	paid	6710.00
490073	5008	2024-06-10	paid	5850.00
490074	5008	2024-06-11	paid	5360.00
490075	59008	2024-06-12	paid	8540.00
490076	59008	2024-06-13	paid	12140.00
490077	59008	2024-06-14	paid	10210.00
490078	59008	2024-06-15	paid	8650.00
490079	59008	2024-06-16	paid	7460.00
490080	9	2024-06-17	cancelled	11690.00
490081	9	2024-06-18	paid	16340.00
490082	5009	2024-06-19	paid	13710.00
490083	5009	2024-06-20	paid	11450.00
490084	5009	2024-06-21	paid	9560.00
490085	59009	2024-06-22	paid	14840.00
490086	59009	2024-06-23	paid	20540.00
490087	59009	2024-06-24	paid	17210.00
490088	59009	2024-06-25	paid	14250.00
490089	59009	2024-06-26	paid	5660.00
490090	10	2024-06-27	paid	9990.00
490091	10	2024-06-28	paid	6740.00
490092	5010	2024-06-29	paid	8710.00
490093	5010	2024-06-30	paid	1050.00
490094	5010	2024-07-01	paid	1760.00
490095	59010	2024-07-02	paid	3140.00
490096	59010	2024-07-03	paid	4940.00
490097	59010	2024-07-04	paid	4210.00
490098	59010	2024-07-05	paid	3850.00
490099	59010	2024-07-06	paid	3860.00
491000	101	2026-12-24	cancelled	15290.00
491001	101	2026-12-25	paid	21140.00
491002	5101	2026-12-26	paid	17710.00
491003	5101	2026-12-27	paid	10650.00
491004	5101	2026-12-28	paid	5960.00
491005	59101	2026-12-29	paid	4440.00
491006	59101	2026-12-30	paid	7340.00
491007	59101	2026-12-31	paid	1210.00
491008	59101	2024-01-01	paid	1450.00
491009	59101	2024-01-02	paid	2060.00
491010	102	2024-01-03	paid	3590.00
491011	102	2024-01-04	paid	5540.00
491012	5102	2024-01-05	paid	4710.00
491013	5102	2024-01-06	paid	4250.00
491014	5102	2024-01-07	paid	4160.00
491015	59102	2024-01-08	paid	6740.00
491016	59102	2024-01-09	paid	9740.00
491017	59102	2024-01-10	paid	8210.00
491018	59102	2024-01-11	paid	7050.00
491019	59102	2024-01-12	paid	6260.00
491020	103	2024-01-13	cancelled	9890.00
491021	103	2024-01-14	paid	13940.00
491022	5103	2024-01-15	paid	11710.00
491023	5103	2024-01-16	paid	9850.00
491024	5103	2024-01-17	paid	8360.00
491025	59103	2024-01-18	paid	13040.00
491026	59103	2024-01-19	paid	18140.00
491027	59103	2024-01-20	paid	15210.00
491028	59103	2024-01-21	paid	12650.00
491029	59103	2024-01-22	paid	10460.00
491030	104	2024-01-23	paid	16190.00
491031	104	2024-01-24	paid	22340.00
491032	5104	2024-01-25	paid	16710.00
491033	5104	2024-01-26	paid	11450.00
491034	5104	2024-01-27	paid	2560.00
491035	59104	2024-01-28	paid	5340.00
491036	59104	2024-01-29	paid	2540.00
491037	59104	2024-01-30	paid	2210.00
491038	59104	2024-01-31	paid	2250.00
491039	59104	2024-02-01	paid	2660.00
491040	105	2024-02-02	cancelled	4490.00
491041	105	2024-02-03	paid	6740.00
491042	5105	2024-02-04	paid	5710.00
491043	5105	2024-02-05	paid	5050.00
491044	5105	2024-02-06	paid	4760.00
491045	59105	2024-02-07	paid	7640.00
491046	59105	2024-02-08	paid	10940.00
491047	59105	2024-02-09	paid	9210.00
491048	59105	2024-02-10	paid	7850.00
491049	59105	2024-02-11	paid	6860.00
491050	106	2024-02-12	paid	10790.00
491051	106	2024-02-13	paid	15140.00
491052	5106	2024-02-14	paid	12710.00
491053	5106	2024-02-15	paid	10650.00
491054	5106	2024-02-16	paid	8960.00
491055	59106	2024-02-17	paid	13940.00
491056	59106	2024-02-18	paid	19340.00
491057	59106	2024-02-19	paid	16210.00
491058	59106	2024-02-20	paid	13450.00
491059	59106	2024-02-21	paid	11060.00
491060	107	2024-02-22	cancelled	17090.00
491061	107	2024-02-23	paid	13540.00
491062	5107	2024-02-24	paid	7710.00
491063	5107	2024-02-25	paid	10250.00
491064	5107	2024-02-26	paid	1160.00
491065	59107	2024-02-27	paid	2240.00
491066	59107	2024-02-28	paid	3740.00
491067	59107	2024-02-29	paid	3210.00
491068	59107	2024-03-01	paid	3050.00
491069	59107	2024-03-02	paid	3260.00
491070	108	2024-03-03	paid	5390.00
491071	108	2024-03-04	paid	7940.00
491072	5108	2024-03-05	paid	6710.00
491073	5108	2024-03-06	paid	5850.00
491074	5108	2024-03-07	paid	5360.00
491075	59108	2024-03-08	paid	8540.00
491076	59108	2024-03-09	paid	12140.00
491077	59108	2024-03-10	paid	10210.00
491078	59108	2024-03-11	paid	8650.00
491079	59108	2024-03-12	paid	7460.00
491080	109	2024-03-13	cancelled	11690.00
491081	109	2024-03-14	paid	16340.00
491082	5109	2024-03-15	paid	13710.00
491083	5109	2024-03-16	paid	11450.00
491084	5109	2024-03-17	paid	9560.00
491085	59109	2024-03-18	paid	14840.00
491086	59109	2024-03-19	paid	20540.00
491087	59109	2024-03-20	paid	17210.00
491088	59109	2024-03-21	paid	14250.00
491089	59109	2024-03-22	paid	5660.00
491090	110	2024-03-23	paid	9990.00
491091	110	2024-03-24	paid	6740.00
